,Full Name,Born,Age,Batting Style,Bowling Style,id,Playing Role,Fielding Position,Died,Also Known As,Education,Other,Nicknames,Height
0,Anton Ronald Andrew Murray,"April 30, 1922, Grahamstown, Cape Province",,Right hand Bat,Right arm Slow medium,46264,,,"April 17, 1995, Cape Town, Cape Province, (aged 72y 352d)",,,,,
0,Gervys Rignold Hazlitt,"September 04, 1888, Enfield, Sydney, New South Wales",,Right hand Bat,"Right arm Medium, Right arm Offbreak",5622,,,"October 30, 1915, Parramatta, New South Wales, (aged 27y 56d)",,,,,
0,Greg Riaka Loveridge,"January 15, 1975, Palmerston North, Manawatu",48y 264d,Right hand Bat,Legbreak,37609,Bowler,,,,,,,
0,George Stephen Camacho,"October 15, 1945, Georgetown, Demerara, British Guiana",,Right hand Bat,Legbreak Googly,51457,,,"October 02, 2015, Antigua, (aged 69y 352d)",,,Administrator,,
0,Ajay Ratra,"December 13, 1981, Faridabad, Haryana",41y 297d,Right hand Bat,Right arm Medium,33127,,Wicketkeeper,,Bunty,,,,
0,George Hubert Graham Doggart,"July 18, 1925, Earl's Court, Kensington, London",,Right hand Bat,Right arm Offbreak,11910,,,"February 16, 2018, Chichester, United Kingdom, (aged 92y 213d)",,,,,
0,Ankit Ramdas Bawne,"December 17, 1992, Paitha, Aurangabad",30y 293d,Right hand Bat,Right arm Offbreak,327123,Middle order Batter,,,,,,,
0,Andri Raffaelo Berenger,"August 29, 1991, Colombo",32y 38d,Right hand Bat,,384817,Opening Batter,,,,,,Raffaelo,
0,Adwai Raghuram Bhat,"April 16, 1958, Puttur, Mysore",65y 173d,Left hand Bat,Slow Left arm Orthodox,26928,Bowler,,,,,Umpire,,
0,Allan Robert Border,"July 27, 1955, Cremorne, Sydney, New South Wales",68y 71d,Left hand Bat,Slow Left arm Orthodox,4174,Middle order Batter,"Second Slip, Short Mid Wicket",,,North Sydney Boys' High School,"Coach, Administrator",AB,5ft 9in
0,Ashish Singh,"December 25, 1994, Raiberali, Uttar Pradesh",28y 285d,Right hand Bat,Right arm Medium,924519,,,,,,,,
0,Gareth James Hopkins,"November 24, 1976, Lower Hutt, Wellington",46y 316d,Right hand Bat,,37248,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Alan Raymond Butcher,"January 07, 1954, Croydon, Surrey",69y 272d,Left hand Bat,,9323,,,,,Heath Clark Grammar School,Coach,"Butch, Budgie",5ft 8in
0,Andrew Richard Caddick,"November 21, 1968, Christchurch, Canterbury, New Zealand",54y 319d,Right hand Bat,Right arm Fast medium,10633,Bowler,,,,"Papanui High School, Christchurch, New Zealand",,"Des, Shack",6ft 5in
0,Gudakesh Motie,"March 29, 1995, Georgetown, Guyana",28y 191d,Left hand Bat,Slow Left arm Orthodox,670045,Bowler,,,Motie-Kanhai,,,,
0,Angus Robert Charles Fraser,"August 08, 1965, Billinge, Lancashire",58y 59d,Right hand Bat,Right arm Fast medium,12909,Bowler,,,,Orange High Senior High School,"Administrator, Commentator, Journalist","Gus, Gnat",6ft 6in
0,Abhishek Raj Chauhan,"August 19, 1990, Delhi",33y 48d,Left hand Bat,Left arm Medium,1204020,,,,,,,,
0,Gary Keith Robertson,"July 15, 1960, New Plymouth, Taranaki",63y 83d,Right hand Bat,Right arm Fast medium,38252,,,,,,,,
0,Gilbert Laird Jessop,"May 19, 1874, Cheltenham, Gloucestershire",,Right hand Bat,Right arm Fast,15509,,,"May 11, 1955, Fordington, Dorset, (aged 80y 357d)",,,,,5ft 7in
0,Alex Richard Cusack,"October 29, 1980, Brisbane, Australia",42y 342d,Right hand Bat,Right arm Medium fast,293983,Bowler,,,,,,,
0,Anthony Ross Dell,"August 06, 1945, Lymington, Hampshire, England",78y 61d,Right hand Bat,Left arm Fast medium,4937,,,,,,Coach,,
0,Gavin Mark Hamilton,"September 16, 1974, Broxburn, West Lothian, Scotland",49y 20d,Left hand Bat,Right arm Medium fast,14020,Middle order Batter,,,,,,,
0,Harold Larwood,"November 14, 1904, Nuncargate, Nottinghamshire",,Right hand Bat,Right arm Fast,16207,,,"July 22, 1995, Randwick, Sydney, New South Wales, Australia, (aged 90y 250d)",,,,,
0,Arfan Liaqat,"December 05, 1998, Sahiwal",24y 305d,Right hand Bat,Right arm Fast,922955,,,,,,,,
0,Hamish Kyle Bennett,"February 22, 1987, Timaru",36y 226d,Left hand Bat,Right arm Medium fast,226493,Bowler,,,,,,,
0,Alfred Richard Gover,"February 29, 1908, Woodcote, Epsom, Surrey",,Right hand Bat,Right arm Fast,13416,,,"October 07, 2001, South London, (aged 93y 221d)",,,Coach,,
0,Horace Brakenridge Cameron,"July 05, 1905, Port Elizabeth, Cape Province",,Right hand Bat,,44419,,Wicketkeeper,"November 02, 1935, Joubert Park, Johannesburg, (aged 30y 120d)",,,,,
0,Heather Clare Knight,"December 26, 1990, Plymouth",32y 284d,Right hand Bat,Right arm Offbreak,358259,Middle order Batter,,,,,,,
0,Ariful Haque,"November 18, 1992, Rangpur",30y 322d,Right hand Bat,Right arm Medium fast,270135,Allrounder,,,,,,,
0,Herbert Leslie Collins,"January 21, 1888, Darlinghurst, Sydney, New South Wales",,Right hand Bat,Slow Left arm Orthodox,4602,,,"May 28, 1959, Little Bay, Sydney, New South Wales, (aged 71y 127d)",Horseshoe,,,,
0,Hedley John Howarth,"December 25, 1943, Grey Lynn, Auckland",,Left hand Bat,Slow Left arm Orthodox,37255,Bowler,,"November 07, 2008, Auckland, (aged 64y 318d)",,,,,
0,Andrew Robert Isaac Umeed,"April 19, 1996, Glasgow, Lanarkshire",27y 170d,Right hand Bat,Legbreak,470772,Opening Batter,,,Andy Umeed,,,,
0,Horace Edgar Dollery,"October 14, 1914, Reading West, Berkshire",,Right hand Bat,,11918,,Wicketkeeper,"January 20, 1987, Edgbaston, Birmingham, Warwickshire, (aged 72y 98d)",,,,,
0,Arjit Ramesh Gupta,"September 12, 1989, Suratgarh, Rajasthan",34y 24d,Right hand Bat,Right arm Medium,427485,,,,,,,,
0,Arjit Pannu,"April 24, 1996, Chandigarh, Punjab",27y 165d,Right hand Bat,Legbreak,1287049,,,,,,,,
0,Hophnie Hobah Hines Johnson,"July 13, 1910, Kingston, Jamaica",,Right hand Bat,Right arm Fast,52200,,,"June 24, 1987, Miami, Florida, United States of America, (aged 76y 346d)",,,,,
0,Aashish Rakesh Kapoor,"March 25, 1971, Madras (now Chennai), Tamil Nadu",52y 195d,Right hand Bat,Right arm Offbreak,30030,,,,,,,,
0,Arkaprabha Ashok Sinha,"July 29, 1998",25y 69d,Right hand Bat,,1202928,,,,,,,,
0,Howard Henry Francis,"May 26, 1868, Westbury, Clifton, Bristol, England",,Right hand Bat,,45072,,Wicketkeeper,"January 07, 1936, Sea Point, Cape Town, Cape Province, (aged 67y 226d)",,,,,
0,Amit Kumar,"November 25, 1989, Una",33y 315d,Right hand Bat,Legbreak Googly,542935,,,,,,,,
0,Henry Louis Ernest Promnitz,"February 23, 1904, near King William's Town, Cape Province",,Right hand Bat,Right arm Slow,46794,,,"September 07, 1983, East London, Cape Province, (aged 79y 196d)",,,,,
0,Henry Michael Nicholls,"November 15, 1991, Christchurch",31y 325d,Left hand Bat,Right arm Offbreak,539511,Top order Batter,,,,"St Andrew's College, Christchurch, New Zealand",,,
0,Anthony Robert Lewis,"July 06, 1938, Uplands, Swansea, Glamorgan, Wales",85y 92d,Right hand Bat,Legbreak,16271,,,,,,Commentator,,
0,Armaan Jaffer,"October 25, 1998, Sangli, Maharashtra",24y 346d,Right hand Bat,Right arm Offbreak,960369,Middle order Batter,,,,,,,
0,Graham Thorne Dowling,"March 04, 1937, Christchurch, Canterbury",86y 216d,Right hand Bat,Right arm Medium,36837,Opening Batter,,,,,Referee,,
0,Grahame Thomas,"March 21, 1938, Croydon Park, Sydney, New South Wales",85y 199d,Right hand Bat,,7934,,,,,,,,
0,Adam Richard M Berry,"September 22, 1992, Northern Ireland",31y 14d,Right hand Bat,Right arm Medium,468565,,,,Richard Berry,,,,
0,Gulbadin Naib,"June 04, 1991, Logar, Afghanistan",32y 124d,Right hand Bat,Right arm Medium fast,352048,Batting Allrounder,,,Gulbadeen Naib,,,,
0,Andrew Robert McBrine,"April 30, 1993, Londonderry",30y 159d,Left hand Bat,Right arm Offbreak,417381,Bowling Allrounder,,,,,,Scra,
0,Gurkeerat Rupinder Singh,"June 29, 1990, Muktsar, Punjab",33y 99d,Right hand Bat,Right arm Offbreak,537124,Middle order Batter,,,,,,,
0,Alexander Robert Michael Muir,"September 29, 1994, Edinburgh, Midlothian",29y 7d,Right hand Bat,,470774,,,,,,,,
0,Geoffrey Walter Ashton Chubb,"April 12, 1911, East London, Cape Province",,Right hand Bat,Right arm Medium fast,44441,,,"August 28, 1982, East London, Cape Province, (aged 71y 138d)",,,,,
0,Arthur Robert Morris,"January 19, 1922, Bondi, Sydney, New South Wales",,Left hand Bat,Left arm Wrist spin,6644,,,"August 22, 2015, Sydney, New South Wales, (aged 93y 215d)",,,,,
0,Himanshu Sanjay Joshi,"February 21, 1987, Nagpur, Maharashtra",36y 227d,Left hand Bat,Right arm Offbreak,290651,,,,,,,,
0,Ashley Renaldo Nurse,"December 22, 1988, Gibbons, Christ Church, Barbados",34y 288d,Right hand Bat,Right arm Offbreak,315594,Bowler,,,,,,,
0,Henry Alfred Musgrove,"November 27, 1858, Surbiton, Surrey, England",,Right hand Bat,,6676,,,"November 02, 1931, Darlinghurst, Sydney, New South Wales, (aged 72y 340d)",,,,,
0,Herath Mudiyanselage Rangana Keerthi Bandara Herath,"March 19, 1978, Kurunegala",45y 201d,Left hand Bat,Slow Left arm Orthodox,49178,Bowler,,,,,,,
0,Akshat R Pandey,"March 19, 1993, Firozabad, Uttar Pradesh",30y 201d,Left hand Bat,Right arm Medium,941039,,,,,,,,
0,Axar Rajeshbhai Patel,"January 20, 1994, Anand, Gujarat",29y 259d,Left hand Bat,Slow Left arm Orthodox,554691,Bowling Allrounder,,,Akshar Patel,,,,
0,Hasena Mohamed,"October 05, 1994",29y 1d,Right hand Bat,Right arm Medium,661319,,,,,,,,
0,Arpit Singh Pannu,"April 24, 1996, Chandigarh, Punjab",27y 165d,Right hand Bat,Right arm Offbreak,1060246,,,,,,,,
0,Arpit Vyomahesh Vasavada,"October 28, 1988, Rajkot, Saurashtra",34y 343d,Left hand Bat,Slow Left arm Orthodox,379230,Middle order Batter,,,,,,,
0,Frank Mitchell,"August 13, 1872, Market Weighton, Yorkshire",,Right hand Bat,Right arm Medium,17048,,Wicketkeeper,"October 11, 1935, Blackheath, London, (aged 63y 59d)",,,,,
0,Angela Rose Reakes,"December 27, 1990, Byron Bay, New South Wales",32y 283d,Right hand Bat,Legbreak Googly,375260,Allrounder,,,,,,,
0,Mohammad Arsal Sheikh,"January 22, 1997, Islamabad",26y 257d,Right hand Bat,Right arm Offbreak,959793,,,,,,,,
0,Arshdeep Singh,"February 05, 1999, Guna, Madhya Pradesh",24y 243d,Left hand Bat,Left arm Medium fast,1125976,Bowler,,,,,,,
0,Frank William Milligan,"March 19, 1870, Farnborough, Hampshire",,Right hand Bat,Right arm Fast,17031,,,"March 31, 1900, Ramathlabama, South Africa, (aged 30y 12d)",,,,,
0,Frank Reginald Martin,"October 12, 1893, Kingston, Jamaica",,Left hand Bat,Slow Left arm Orthodox,52426,,,"November 23, 1967, Kingston, Jamaica, (aged 74y 42d)",,,,,
0,Arslan Khan,"September 15, 1999, Shahjahanpur, Uttar Pradesh",24y 21d,Left hand Bat,,1209159,,,,,,,,
0,Francois du Plessis,"July 13, 1984, Pretoria",39y 85d,Right hand Bat,Legbreak,44828,Middle order Batter,,,,"Affies Boys School, Pretoria",,,5ft 11in
0,Athege Roshen Shivanka Silva,"November 17, 1988, Colombo",34y 323d,Right hand Bat,Right arm Offbreak,237310,Batter,,,,"St. Joseph's College, Colombo",,,5ft 8in
0,Andrew Roland White,"July 03, 1980, Newtownards, Co Down",43y 95d,Right hand Bat,Right arm Offbreak,24286,Allrounder,,,,"Regent House Grammar School, University of Ulster",,Whitey,6ft 
0,Frederick James Cook," 1870, Java, Dutch East Indies",,Right hand Bat,,44463,,,"November 30, 1915, Helles, Gallipoli Peninsula, Turkey",,,,,
0,Asad Ali,"October 14, 1988, Faisalabad",34y 357d,Right hand Bat,Right arm Medium fast,222728,Bowler,,,,,,,
0,Asad Shafiq,"January 28, 1986, Karachi, Sind",37y 251d,Right hand Bat,Right arm Offbreak,316397,Middle order Batter,,,,,,,
0,Frederick Kuys,"March 21, 1870, George, Cape Colony",,Right hand Bat,Right arm Bowler,45841,,,"September 12, 1953, Oudtshoorn, Cape Province, (aged 83y 175d)",,,,,
0,Frederick Luther Fane,"April 27, 1875, Curragh Camp, Co Kildare, Ireland",,Right hand Bat,,12807,,,"November 27, 1960, Kelvedon Hatch, Brentwood, Essex, (aged 85y 214d)",,,,,
0,Francis Leonard Hugh Mooney,"May 26, 1921, Wellington",,Right hand Bat,Right arm Bowler,37726,,Wicketkeeper,"March 08, 2004, Wellington, (aged 82y 287d)",Starlight,,,,
0,Frederick William Tate,"July 24, 1867, Brighton, Sussex",,Right hand Bat,Right arm Medium,21457,,,"February 04, 1943, Burgess Hill, Sussex, (aged 75y 195d)",,,,,
0,Andrew Sandham,"July 06, 1890, Streatham, London",,Right hand Bat,,20058,,,"April 20, 1982, Westminster, London, (aged 91y 288d)",,,Coach,,
0,Friedel de Wet,"June 26, 1980, Durban, Natal",43y 102d,Right hand Bat,Right arm Fast medium,44930,Bowler,,,,"Grenswag High School; Tswane University of Technology, Pretoria",,,
0,Adam Sanford,"July 12, 1975, Dominica",48y 86d,Right hand Bat,Right arm Fast medium,52957,,,,,,,,
0,Anhettige Suresh Asanka Perera,"February 16, 1978, Colombo",45y 232d,Right hand Bat,Right arm Fast medium,49854,,,,,,,,
0,Ankush Satnam Singh,"November 14, 1991, Una",31y 326d,Right hand Bat,Right arm Offbreak,425786,,,,,,,,
0,Glenn Dominic Phillips,"December 06, 1996, East London, Eastern Cape, South Africa",26y 304d,Right hand Bat,Right arm Offbreak,823509,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Grant Eric Bradburn,"May 26, 1966, Hamilton, Waikato",57y 133d,Right hand Bat,Right arm Offbreak,36308,,,,,,Coach,,
0,Asfan Khan,"February 14, 1995, Samastipur, Bihar",28y 234d,Right hand Bat,,1175474,,Wicketkeeper,,,,,,
0,Graeme Fredrick Labrooy,"June 07, 1964, Colombo",59y 121d,Right hand Bat,Right arm Fast medium,49552,Bowler,,,,,Referee,,
0,Mohammad Asghar Afghan,"December 26, 1987, Kabul, Afghanistan",35y 284d,Right hand Bat,Right arm Medium fast,320652,Middle order Batter,,,"Asghar Salamkhail, Asghar Stanikzai",,,,
0,Gautam Gambhir,"October 14, 1981, Delhi",41y 357d,Left hand Bat,Legbreak,28763,Top order Batter,,,,,,,
0,Ajmal Shahzad,"July 27, 1985, Huddersfield, Yorkshire",38y 71d,Right hand Bat,Right arm Fast medium,21431,Bowler,,,,"Woodhouse Grove School, Bradford University",,Ajy,6ft 
0,Amarbir Singh Hansra,"December 29, 1984, Ludhiana, India",38y 281d,Right hand Bat,"Right arm Medium, Right arm Slow",418615,Allrounder,,,,,,,
0,GC Viljoen,"March 06, 1989, Witbank",34y 214d,Right hand Bat,Right arm Fast,375126,Bowler,,,,,,,
0,Alfred Shaw,"August 29, 1842, Burton Joyce, Nottinghamshire",,Right hand Bat,Right arm Slow,20137,,,"January 16, 1907, Gedling, Nottinghamshire, (aged 64y 140d)",,,Umpire,,
0,George Alphonso Headley,"May 30, 1909, Colon, Panama",,Right hand Bat,Legbreak,52050,,,"November 30, 1983, Meadowbridge, Kingston, Jamaica, (aged 74y 184d)",,,,,
0,George Alfred Lohmann,"June 02, 1865, Kensington, London",,Right hand Bat,Right arm Medium fast,16337,,,"December 01, 1901, Worcester, Cape Province, South Africa, (aged 36y 182d)",,,,,
0,George Beldham,,,,,10420,,,,,,,,
0,Ashith Rajiv Sanganakal,"March 26, 1993",30y 194d,Right hand Bat,Right arm Medium,1159740,,,,,,,,
0,Godfrey Bernard Lawrence,"March 31, 1932, Salisbury (now Harare), Rhodesia",91y 189d,Right hand Bat,Right arm Fast medium,45967,,,,,,,,
0,Geoffrey Bevington Legge,"January 26, 1903, Bromley, Kent",,Right hand Bat,Legbreak,16253,,,"November 21, 1940, Brampford Speke, Devon, (aged 37y 300d)",,Malvern School; Oxford University,,,
0,Godfrey Cripps,"October 19, 1865, Mussoorie (now Musuri), United Provinces, India",,Right hand Bat,Right arm Bowler,44480,,,"July 27, 1943, near Adelaide, South Australia, Australia, (aged 77y 281d)",,,,,
0,Chintal Hemantkumar Gandhi,"August 25, 1994, Navsari, Gujarat",29y 42d,Left hand Bat,Legbreak,1246531,,,,,,,,
0,Charles Henry Palmer,"May 15, 1919, Old Hill, Staffordshire",,Right hand Bat,"Right arm Medium, Right arm Offbreak",18400,,,"March 31, 2005 (aged 85y 320d)",,,Administrator,,
0,Corey James Anderson,"December 13, 1990, Christchurch, Canterbury",32y 297d,Left hand Bat,Left arm Medium fast,277662,Batting Allrounder,,,,,,,
0,Asif Ali,"October 01, 1991, Faisalabad, Punjab",32y 5d,Right hand Bat,Right arm Offbreak,494230,Middle order Batter,,,,,,,
0,Cottari Kanakaiya Nayudu,"October 31, 1895, Nagpur, Maharashtra",,Right hand Bat,Right arm Offbreak,31811,,,"November 14, 1967, Indore, Madhya Pradesh, (aged 72y 14d)",,,,,
0,Chiranjit Krishna Paul,"June 20, 1996",27y 108d,Left hand Bat,Slow Left arm Orthodox,625407,,,,,,,,
0,Asif Raza,"January 11, 1987, Lahore, Punjab",36y 268d,Left hand Bat,Right arm Fast medium,241356,,,,,,,,
0,Colin Campbell McDonald,"November 17, 1928, Glen Iris, Melbourne, Victoria",,Right hand Bat,,6554,Opening Batter,,"January 11, 2021 (aged 92y 55d)",,,,,
0,Christopher Darrell Matthews,"September 22, 1962, Cunderdin, Perth, Western Australia",61y 14d,Left hand Bat,Left arm Fast,6523,,,,,,,,
0,Craig Douglas McMillan,"September 13, 1976, Christchurch, Canterbury",47y 23d,Right hand Bat,Right arm Medium,37712,Batter,,,,,,,
0,Chester Donald Watson,"July 01, 1938, Negril, Westmoreland, Jamaica",85y 97d,Right hand Bat,Right arm Fast,53218,,,,,,,,
0,Alzarri Shaheim Joseph,"November 20, 1996, Antigua",26y 320d,Right hand Bat,Right arm Fast,670031,Bowler,,,,,,,
0,Claude Eugene Floquet,"November 03, 1884, Aliwal North, Cape Colony",,Right hand Bat,Right arm Medium,45057,,,"November 22, 1963, Port Elizabeth, Cape Province, (aged 79y 19d)",,,,,
0,Curtly Elconn Lynwall Ambrose,"September 21, 1963, Swetes Village, Antigua",60y 15d,Left hand Bat,Right arm Fast,51107,Bowler,,,Sir Curtly Ambrose,,,,
0,Charles Edward McLeod,"October 24, 1869, Sandridge (now Port Melbourne), Victoria",,Right hand Bat,Right arm Medium,6584,,,"November 26, 1918, Toorak, Melbourne, Victoria, (aged 49y 33d)",,,,,
0,Clement Eustace Macro Wilson,"May 15, 1875, Bolsterstone, Yorkshire",,Right hand Bat,,22466,,,"February 08, 1944, Calverhall, Shropshire, (aged 68y 269d)",,,,,
0,Charles Frederick Henry Leslie,"December 08, 1861, Mayfair, Westminster, London",,Right hand Bat,Right arm Fast,16258,,,"February 12, 1921, Mayfair, Westminster, London, (aged 59y 66d)",,Rugby; Oxford University,,,
0,Charles Frederick Henry Prince,"September 11, 1874, Boshof, Orange Free State",,Right hand Bat,,46789,,Wicketkeeper,"February 02, 1949, Wynberg, Cape Town, Cape Province, (aged 74y 144d)",,,,,
0,Cornelius Francoius Kruger van Wyk,"February 07, 1980, Wolmaransstad, North-West",43y 241d,Right hand Bat,,47780,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Asmavia Iqbal Khokhar,"January 01, 1988, Multan, Punjab",35y 278d,Right hand Bat,Right arm Medium fast,220665,,,,,,,,
0,Amy Morgan Smith,"November 16, 2004, Darwin",18y 324d,Right hand Bat,Legbreak,1173526,Bowling Allrounder,,,,,,,
0,Carl Gray Rackemann,"June 03, 1960, Wondai, Brisbane, Queensland",63y 125d,Right hand Bat,Right arm Fast,7302,Bowler,,,,,Coach,,
0,Alan Stanley Myles Oakman,"April 20, 1930, Hastings, Sussex",,Right hand Bat,Right arm Offbreak,18248,,,"September 06, 2018 (aged 88y 139d)",,,Coach,,
0,Varun Chakravarthy Vinod,"August 29, 1991, Bidar, Karnataka",32y 38d,Right hand Bat,Legbreak Googly,1108375,Bowler,,,,,,,
0,Charles Warrington Leonard Parker,"October 14, 1882, Prestbury, Gloucestershire",,Right hand Bat,Slow Left arm Orthodox,18418,,,"July 11, 1959, Cranleigh, Surrey, (aged 76y 270d)",,,"Umpire, Coach",,
0,Charles William Wright,"May 27, 1863, Harewood, Yorkshire",,Right hand Bat,,22534,,Wicketkeeper,"January 10, 1936, Saxelby Park, Melton Mowbray, Leicestershire, (aged 72y 228d)",,,,,
0,Ankit Singh Rajpoot,"December 04, 1993, Kanpur",29y 306d,Right hand Bat,Right arm Medium,591650,Bowler,,,,,,,
0,Abhishek Santosh Raut,"March 03, 1987, Jaipur Road, Maharashtra",36y 217d,Right hand Bat,Legbreak Googly,230593,Allrounder,,,,,,,
0,Anukul Sudhakar Roy,"November 30, 1998, Saraikela Kharswan, Jharkhand",24y 310d,Left hand Bat,Slow Left arm Orthodox,1079839,Allrounder,,,,,,,
0,Afy Samantha Sharlyn Fletcher,"March 17, 1987, Grenada",36y 203d,Right hand Bat,Legbreak,355351,Bowler,,,,,,,
0,Aron Stuart Singh Nijjar,"September 24, 1994, Goodmayes, Essex",29y 12d,Left hand Bat,Slow Left arm Orthodox,637163,Bowler,,,,Ilford County High School,,,
0,Aditya Shailesh Thakare,"November 08, 1998, Akola, Vidarbha",24y 332d,Right hand Bat,Right arm Medium,1125966,,,,,,,,
0,Dennis Brookes,"October 29, 1915, Kippax, Leeds, Yorkshire",,Right hand Bat,Right arm Medium,9239,,,"March 09, 2006, Northampton, (aged 90y 131d)",,,"Coach, Administrator",,
0,Derek Alexander Stirling,"October 05, 1961, Upper Hutt, Wellington",62y 1d,Right hand Bat,Right arm Fast medium,38404,,,,,,,,
0,Chloe Lee Rafferty,"June 16, 1999, Williamstown, Victoria",24y 112d,Right hand Bat,Right arm Medium,1128760,Bowler,,,,,,,
0,Cyril Matthew Francois,"June 20, 1897, Lewisham, London, England",,Right hand Bat,Right arm Fast medium,45074,,,"May 26, 1944, Pretoria, Transvaal, (aged 46y 341d)",,,,,
0,Atul Satish Wassan,"March 23, 1968, Delhi",55y 197d,Right hand Bat,Right arm Fast medium,35939,,,,,,,,
0,Craig Murray Spearman,"July 04, 1972, Auckland",51y 94d,Right hand Bat,,38401,Opening Batter,,,,"Kelstone Boys High School, Auckland. Massey University, New Zealand",,Spears,6ft 
0,Charles Ormerod Cato Pearse,"October 10, 1884, Pietermaritzberg, Natal",,Right hand Bat,Right arm Medium,46741,,,"May 07, 1953, Durban, Natal, (aged 68y 209d)",,,,,
0,Andrew Symonds,"June 09, 1975, Birmingham, Warwickshire, England",,Right hand Bat,"Right arm Medium, Right arm Offbreak",7702,Allrounder,,"May 14, 2022 (aged 46y 339d)",,,,Roy,1.87 m
